_id,name_en,name_kn
589,ROW MANGO MALLIKA,ಮಲ್ಲಿಕಾ ಕಾಯಿ
590,ROW MANGO BADAMI,ಬಾದಾಮಿ ಮಾವಿನಕಾಯಿ
591,ROW MANGO MALAGOVA,ಮಲಗೂವ ಮಾವಿನಕಾಯಿ
592,ROW MANGO NATI,ನಾಟಿ ಮಾವಿನ ಕಾಯಿ
593,JUMBO NERALE,ಜಂಬೂ ನೆರಳೆ
594,JACK FRUITS BOX,ಹಲಸಿನ ಹಣ್ಣು ಬಾಕ್ಸ್
595,APPLE BELGIUM,ಸೇಬು ಬೆಲ್ಜಿಯಂ
596,MOSAMBI NEW,ಮೋಸಂಬಿ ಹೂಸದು
597,TAMILNADU BANANA,ತಮಿಳುನಾಡು ಬಾಳೆ
598,POTATO (LOCAL),ಆಲೂಗೆಡ್ಡೆ
599,LECCHI,ಲಿಚ್ಛಿ
600,APPLE ROSE,ಸೇಬು ರೋಸ್
601,APPLE CHILLI,ಸೇಬು ಚಿಲ್ಲಿ
602,KASHMIR CHERRY,ಕಾಶ್ಮಿರ್ ಚರ್ರಿ
603,MANGO PERIKULAM,ಮಾವಿ ಪರಿಕುಲಂ
604,GAJ LIME,ಗಜ ನಿಂಬೆ
605,GOLDEN APPLE,ಗೋಲ್ಡನ್ ಸೇಬು
606,DATES,ಖರ್ಜೂರ
607,Peeches,ಪೀಚಸ್
608,CORN (Local),ಮೂಸಕಿನ ಜೋಳ
609,Gold winner 1 Lt,ಗೋಲ್ದ್ ವಿನ್ನರ್
610,Gold winner 5 Lt,ಗೋಲ್ದ್ ವಿನ್ನರ್ 5 ಲೀಟರ್
611,Hajrath palli apple,ಸೇಬು ಹಜರತ್ ಪಲ್ಲಿ
612,kobbari hannu,ಕೊಬ್ಬರಿ ಹಣ್ಣು
613,MANGO DASARI,ದಸರಿ ಯು.ಪಿ
614,Bitrot Oty,ಬಿಟ್ ರೂಟ್ ಊಟಿ
615,Nurti Life 1 No 200gram,ನ್ಯೂಟ್ರಿ ಲೆಫ್ 1 ನಂ 200 ಗ್ರಾಂ
616,GRPES TS,ದ್ರಾಕ್ಷಿ ಟಿ.ಎಸ್.
617,APPLE RED GOLD,ಸೇಬು ರೆಡ್ ಗೋಲ್ಡ್
618,Newtry live Juice 200 grm,ನ್ಯೊಟ್ರಿ ಲೆ ಜ್ಯೂಸ್ 200 ಗ್ರಾಮ್
619,Aarka,ಆರ್ಕ
620,Saame,ಸಾಮೆ
621,Baragu,ಬರಗು
622,Udlu,ಉದ್ಲು
623,Navane,ನವಣೆ
624,Raagi hittu,ರಾಗಿ ಹಿಟ್ಟು
625,Sajje,ಸಜ್ಜೆ
626,Morning amlee,ಮಾರ್ನಿಂಗ್ ಅಮ್ಲಿ
627,Poustik rotti,ಪೌಸ್ಟಿಕ್ ರೊಟ್ಟಿ
628,Navane uppittu,ನವಣೆ ಉಪ್ಪಿಟ್ಟು
629,Maize Neutririch,ಮೈಜ್ ನ್ಯೂಟ್ರಿಚ್
630,Multi milit,ಮಲ್ಟಿ ಮಿಲಿಟ್
631,Raagi multi green,ರಾಗಿ ಮಲ್ಟಿ ಗ್ರೀನ್
632,Navane hittu,ನವಣೆ ಹಿಟ್ಟು
633,Jolada hittu,ಜೋಲದ ಹಿಟ್ಟು
634,Sajje hittu,ಸಜ್ಜೆ ಹಿಟ್ಟು
635,Health drinks 100g,ಹೆಲ್ತ್ ಡ್ರಿಂಕ್ಸ್ 100ಗ್ರಾಂ
636,Dose & Edli hittu 200 g,ದೋಸೆ & ಇಡ್ಲಿ ಹಿಟ್ಟು 200ಗ್ರಾಂ
637,Dose & Edli hittu 400 g,ದೋಸೆ & ಇಡ್ಲಿ ಹಿಟ್ಟು 400ಗ್ರಾಂ
638,Finger milit dose 400 g,ಫಿಂಗರ್ ಮಿಲಿಟ್ ದೋಸೆ 400ಗ್ರಾಂ
639,Finger milit edli 400 g,ಫಿಂಗರ್ ಮಿಲಿಟ್ ಇಡ್ಲಿ 400ಗ್ರಾಂ
640,milit box 900 g,ಮಿಲಿಟ್ ಬಾಕ್ಸ್ 900 ಗ್ರಾಂ
641,water 500 ml,ವಾಟರ್ 500 ಎಮ್ ಎಲ್
642,water 1 ltr,ವಾಟರ್ 1 ಲಿಟರ್
643,water 2 ltr,ವಾಟರ್ 2 ಲಿಟರ್
644,water 2 ltr(Bislary & KF),ವಾಟರ್ 2 ಲಿಟರ್(ಬಿಸ್ಲೆರಿ&ಕೆಎಫ್)
645,Gem sip juice 200 ml,ಜೆಮ್ ಸಿಪ್ ಜ್ಯೂಸ್ 200 ಎಮೆ್ಎಲ್
646,Gem sip juice 500 ml,ಜೆಮ್ ಸಿಪ್ ಜ್ಯೂಸ್ 500 ಎಮೆ್ಎಲ್
647,lehaberry NT life 200 ml,ಲೆಹಬೆರ್ರಿ ಎನ್ಟಿ ಲೈಫ್ 200 ಎಮ್ ಎಲ್
648,Paper boot Alphance 180 ml,ಪೇಪರ್ ಬೋಟ್ ಆಲ್ಫಾನ್ಸ್ 180 ಎಮ್ ಎಲ್
649,Paper boot Alphance 200 ml,ಪೇಪರ್ ಬೋಟ್ ಆಲ್ಫಾನ್ಸ್ 200 ಎಮ್ ಎಲ್
650,Paper boot Alphance 250 ml,ಪೇಪರ್ ಬೋಟ್ ಆಲ್ಫಾನ್ಸ್ 250 ಎಮ್ ಎಲ್
651,Paper boot Majjige 200 ml,ಪೇಪರ್ ಬೋಟ್ 200 ಎಮ್ ಎಲ್
652,Paper boot Pomogranet & Nerale 250 ml,ಪೇಪರ್ ಬೋಟ್ ಪೊಮಾಗ್ರನೇಟ್ & ನೆರಳೆ 250 ಎಮ್ ಎಲ್
653,Paper boat Chiki 18 g,ಪೇಪರ್ ಬೋಟ್ ಚಿಕಿ 18ಗ್ರಾಂ
654,Paper boat Chiki 35 g,ಪೇಪರ್ ಬೋಟ್ ಚಿಕಿ 35ಗ್ರಾಂ
655,Coco gel 200ml,ಕೊಕೊ ಜೆಲ್ 200 ಎಮ್ ಎಲ್
656,Nandini milk 200 ml,ನಂದಿನಿ ಮಿಲ್ಕ್ 200 ಎಮ್ ಎಲ್
657,Ghee 200 ml,ಘೀ 200 ಎಮ್ ಎಲ್
658,Ghee 0.5 kg,ಘೀ 0.5 ಕೆಜಿ
659,Ghee 1 kg,ಘೀ 1 ಕೆಜಿ
660,Nandini M.L 200 ml,ನಂದಿನಿ ಮಿಲ್ಕ್ ಲಸ್ಸಿ 200 ಎಮ್ ಎಲ್
661,Nandini Plain lassi 200 ml,ನಂದಿನಿ ಪ್ಲೈನ್ ಲಸ್ಸಿ 200 ಎಮ್ ಎಲ್
662,Nandini cuckies ( 1 jar),ನಂದಿನಿ ಕುಕ್ಕಿಸ್ (1 ಜಾರ್)
663,Nandini peda,ನಂದಿನಿ ಪೇಡ
664,Nandini dharvada peda,ನಂದಿನಿ ಧಾರವಾಡ ಪೇಡ
665,Amul milk 200 ml,ಅಮುಲ್ ಮಿಲ್ಕ್ 200 ಎಮ್ ಎಲ್
666,cool caffe 200 ml,ಕೂಲ್ ಕಾಫಿ 200 ಎಮ್ ಎಲ್
667,Premium milk 200 ml,ಪ್ರೀಮಿಯಮ್ ಮಿಲ್ಕ್ 200 ಎಮ್ ಎಲ್
668,Amul badami milk 200 ml,ಅಮುಲ್ ಬಾದಾಮ್ ಮಿಲ್ಕ್ 200 ಎಮ್ ಎಲ್
669,Amul lassi 200 ml,ಅಮುಲ್ ಲಸ್ಸಿ 200 ಎಮ್ ಎಲ್
670,lassi 200 ml,ಲಸ್ಸಿ 200 ಎಮ್ ಎಲ್
671,Amul masthi,ಅಮುಲ್ ಮಸ್ತಿ
672,Rava Idli Mix 1Kg,ರವ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 1 ಕೆಜಿ
673,Rava Idli Mix 500g,ರವ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
674,Rava Idli Mix 200g,ರವ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
675,Masala Idli Mix 500g,ಮಾಸಾಲ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
676,KOKOZAL,ಕೋಕೋಜಲ್
677,LECCHI (Thaiwan),ತೈವಾನ್ ಲಿಚ್ಛಿ
678,Vada mix 200g,ವಡ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
679,Dosa mix 500g,ದೋಸ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
680,Dosa mix 200g,ದೋಸ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
681,Rice Idli Mix 500g,ರೈಸ್ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
682,Rice Idli Mix 200g,ರೈಸ್ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
683,Rava dosa mix 500g,ರವಾ ದೋಸ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
684,Masala Upma mix 180g,ಮಸಾಲ ಉಪ್ಮ ಮಿಕ್ಸ್ 180 ಗ್ರಾಂ
685,Ragi dosa mix 500g,ರಾಗಿ ದೋಸ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
686,Ragi rava idli mix 500g,ರಾಗಿ ರವ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
687,Oats idli mix 500g,ಓಟ್ಸ್ ಇಡ್ಲಿ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
688,Multi grain Dosa mix 500g,ಮಲ್ಟಿ ಗ್ರೈನ್ ದೋಸ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
689,Regular poha 180g,ರೆಗ್ಯುಲರ್ ಪೋಹ 180 ಗ್ರಾಂ
690,Vermicelli upma 170g,ವರ್ಮಿಚೆಲ್ಲಿ ಉಪ್ಮ 170 ಗ್ರಾಂ
691,Regular poha cuppa 80 g,ವರ್ಮಿಚೆಲ್ಲಿ ಉಪ್ಮ ಕುಪ್ಪ 80 ಗ್ರಾಂ
692,Gulab jamun mix 200g,ಗುಲಾಬ್ ಜಾಮುನ್ ಮಿಕ್ಸ್ 200ಗ್ರಾಂ
693,Gulab jamun mix 100g,ಗುಲಾಬ್ ಜಾಮುನ್ ಮಿಕ್ಸ್ 100ಗ್ರಾಂ
694,Gulab jamun mix 40g,ಗುಲಾಬ್ ಜಾಮುನ್ ಮಿಕ್ಸ್ 40ಗ್ರಾಂ
695,Gulab jamun mix 500g,ಗುಲಾಬ್ ಜಾಮುನ್ ಮಿಕ್ಸ್ 500ಗ್ರಾಂ
696,Varmicelli (Payasa),ವರ್ಮಿಚೆಲ್ಲಿ (ಪಾಯಸ)
697,Badam drinks mix 500g,ಬಾದಾಮ್ ಡ್ರಿಂಕ್ಸ್ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
698,Badam drinks mix 200g,ಬಾದಾಮ್ ಡ್ರಿಂಕ್ಸ್ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
699,Badam drinks mix 100g,ಬಾದಾಮ್ ಡ್ರಿಂಕ್ಸ್ ಮಿಕ್ಸ್ 100 ಗ್ರಾಂ
700,Badam drinks mix 12g,ಬಾದಾಮ್ ಡ್ರಿಂಕ್ಸ್ ಮಿಕ್ಸ್ 12 ಗ್ರಾಂ
701,Sambar mix 200g,ಸಾಂಬಾರ್ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
702,Sambar Powder Spicy 200g,ಸಾಂಬಾರ್ ಪೌಡರ್ ಸ್ಪೈಸಿ 200 ಗ್ರಾಂ
703,Sambar Powder Spicy 100g,ಸಾಂಬಾರ್ ಪೌಡರ್ ಸ್ಪೈಸಿ 100 ಗ್ರಾಂ
704,Sambar Powder Spicy 40g,ಸಾಂಬಾರ್ ಪೌಡರ್ ಸ್ಪೈಸಿ 40 ಗ್ರಾಂ
705,Sambar Powder Spicy 20g,ಸಾಂಬಾರ್ ಪೌಡರ್ ಸ್ಪೈಸಿ 20 ಗ್ರಾಂ
706,Bajji and Bonda mix 200g,ಬಜ್ಜಿ & ಬೋಂಡ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
707,Gobi manchurian 300g,ಗೋಬಿ ಮಂಚೂರಿಯನ್ 300 ಗ್ರಾಂ
708,Rasagulla portion 120g,ರಸಗುಲ್ಲ ಪೋರ್ಷನ್ 120 ಗ್ರಾಂ
709,Rasagulla portion 500g(tin),ರಸಗುಲ್ಲ ಪೋರ್ಷನ್ 500 ಗ್ರಾಂ (ಟಿನ್)
710,Gulab Jamun (Portion) 100g,ಗುಲಾಬ್ ಜಾಮುನ್ (ಪೋರ್ಷನ್) 100 ಗ್ರಾಂ
711,Gulab Jamun (Portion) 500g(tin),ಗುಲಾಬ್ ಜಾಮುನ್ (ಪೋರ್ಷನ್) 500 ಗ್ರಾಂ(ಟಿನ್)
712,Badam Drink 180L,ಬಾದಾಮ್ ಡ್ರಿಂಕ್ಸ್ 180 ಎಮ್ ಎಲ್
713,Chilli Powder 200g,ಚಿಲ್ಲಿ ಪೌಡರ್ 200 ಗ್ರಾಂ
714,Chilli Powder 100g,ಚಿಲ್ಲಿ ಪೌಡರ್ 100 ಗ್ರಾಂ
715,Chilli Powder 50g,ಚಿಲ್ಲಿ ಪೌಡರ್ 50 ಗ್ರಾಂ
716,Turmeric Powder 200g,ಟರ್ಮೆರಿಕ್ ಪೌಡರ್ 200 ಗ್ರಾಂ
717,Turmeric Powder 100g,ಟರ್ಮೆರಿಕ್ ಪೌಡರ್ 100 ಗ್ರಾಂ
718,Turmeric Powder 50g,ಟರ್ಮೆರಿಕ್ ಪೌಡರ್ 50 ಗ್ರಾಂ
719,Corinder powder 200g,ಕೋರಿಯಂಡರ್ ಪೌಡರ್ 200 ಗ್ರಾಂ
720,Corinder powder 100g,ಕೋರಿಯಂಡರ್ ಪೌಡರ್ 100 ಗ್ರಾಂ
721,Corinder powder 50g,ಕೋರಿಯಂಡರ್ ಪೌಡರ್ 50 ಗ್ರಾಂ
722,Jeera Powder 50g,ಜೀರ ಪೌಡರ್ 50 ಗ್ರಾಂ
723,Jeera Powder 15g,ಜೀರ ಪೌಡರ್ 15 ಗ್ರಾಂ
724,Papper powder 50g,ಪೆಪ್ಪರ್ ಪೌಡರ್ 50 ಗ್ರಾಂ
725,Papper powder 10g,ಪೆಪ್ಪರ್ ಪೌಡರ್ 10 ಗ್ರಾಂ
726,TN. Sambar powder 100g,ಟಿ ಎನ್ ಸಾಂಬಾರ್ ಪೌಡರ್ 100 ಗ್ರಾಂ
727,Spice curry Powder 50g,ಸ್ಪೈಸಿ ಕರ್ರಿ ಪೌಡರ್ 50 ಗ್ರಾಂ
728,Puligare Paste 200g,ಪುಲಿಯೋಗರೆ ಪೇಸ್ಟ್ 200 ಗ್ರಾಂ
729,Vermicelli (Sayam) 900g,ವರ್ಮಿಚೆಲ್ಲಿ (ಸಾಯಮ್) 900 ಗ್ರಾಂ
730,Vermicelli (Sayam) 400g,ವರ್ಮಿಚೆಲ್ಲಿ (ಸಾಯಮ್) 400 ಗ್ರಾಂ
731,Vermicelli (Sayam) 165g,ವರ್ಮಿಚೆಲ್ಲಿ (ಸಾಯಮ್) 165 ಗ್ರಾಂ
732,Roost Vermicelli 430g,ರೋಸ್ಟ್ ವರ್ಮಿಚೆಲ್ಲಿ 430 ಗ್ರಾಂ
733,Puliyogare Powder 200g,ಪುಲಿಯೋಗರೆ ಪೌಡರ್ 200 ಗ್ರಾಂ
734,Puliyogare Powder 100g,ಪುಲಿಯೋಗರೆ ಪೌಡರ್ 100 ಗ್ರಾಂ
735,Puliyogare Powder 35g,ಪುಲಿಯೋಗರೆ ಪೌಡರ್ 35 ಗ್ರಾಂ
736,Vangi bath Powder 200g,ವಾಂಗಿ ಬಾತ್ ಪೌಡರ್ 200 ಗ್ರಾಂ
737,Vangi bath Powder 100g,ವಾಂಗಿ ಬಾತ್ ಪೌಡರ್ 100 ಗ್ರಾಂ
738,Vangi bath Powder 20g,ವಾಂಗಿ ಬಾತ್ ಪೌಡರ್ 20 ಗ್ರಾಂ
739,Spiced Chutney Powder 30g,ಸ್ಪೈಸಿ ಚಟ್ನಿ ಪೌಡರ್ 30 ಗ್ರಾಂ
740,Spiced Chutney Powder 100g,ಸ್ಪೈಸಿ ಚಟ್ನಿ ಪೌಡರ್ 100 ಗ್ರಾಂ
741,Spiced Chutney Powder 200g,ಸ್ಪೈಸಿ ಚಟ್ನಿ ಪೌಡರ್ 200 ಗ್ರಾಂ
742,Rasam Powder 200g,ರಸಂ ಪೌಡರ್ 200 ಗ್ರಾಂ
743,Rasam Powder 100g,ರಸಂ ಪೌಡರ್ 100 ಗ್ರಾಂ
744,Rasam Powder 20g,ರಸಂ ಪೌಡರ್ 20 ಗ್ರಾಂ
745,Bisibelebath Masala 200g,ಬಿಸಿಬೆಲೆಬಾತ್ ಮಸಾಲ 200 ಗ್ರಾಂ
746,Bisibelebath Masala 100g,ಬಿಸಿಬೆಲೆಬಾತ್ ಮಸಾಲ 100 ಗ್ರಾಂ
747,Bisibelebath Masala 20g,ಬಿಸಿಬೆಲೆಬಾತ್ ಮಸಾಲ 20 ಗ್ರಾಂ
748,Palao Masala 10g,ಪಾಲೊ ಮಸಲಾ 10 ಗ್ರಾಂ
749,TN. Biriyani Masala 15g,ಟಿಎನ್ ಬಿರಿಯಾನಿ ಮಸಾಲಾ 15 ಗ್ರಾಂ
750,Garam Masala 50g,ಗರಮ್ ಮಸಾಲಾ 50 ಗ್ರಾಂ
751,Garam Masala 10g,ಗರಮ್ ಮಸಾಲಾ 10 ಗ್ರಾಂ
752,Chat Masala 100g,ಚಾಟ್ ಮಸಾಲ 100 ಗ್ರಾಂ
753,Mango Thokku Pickle 300g,ಮ್ಯಾಂಗೊ ತೊಕ್ಕು ಪಿಕ್ಕಲ್ 300 ಗ್ರಾಂ
754,Mango Thokku Pickle 500g,ಮ್ಯಾಂಗೊ ತೊಕ್ಕು ಪಿಕ್ಕಲ್ 500 ಗ್ರಾಂ
755,Lime Pickle 300g,ಲೈಮ್ ಪಿಕ್ಕಲ್ 300 ಗ್ರಾಂ
756,Lime Pickle 500g,ಲೈಮ್ ಪಿಕ್ಕಲ್ 500 ಗ್ರಾಂ
757,Mango Sliced Pickle 300g,ಮ್ಯಾಂಗೊ ಸ್ಲೈಸ್ ಪಿಕ್ಕಲ್ 300 ಗ್ರಾಂ
758,Mango Thokku Pickle 300g,ಮ್ಯಾಂಗೊ ತೊಕ್ಕು ಪಿಕ್ಕಲ್ 300 ಗ್ರಾಂ
759,Tomatto Pickle 300g,ಟಮೇಟೊ ಪಿಕ್ಕಲ್ 300 ಗ್ರಾಂ
760,Erdicks pickles 300g,ಎರ್ಡಿಕ್ಸ್ ಪಿಕ್ಕಲ್ಸ್ 300 ಗ್ರಾಂ
761,lime/ mixed pickle 200g,ಲೈಮ್/ಮಿಕ್ಸ್ ಪಿಕ್ಕಲ್ 200 ಗ್ರಾಂ
762,Mango sliced Pickle 200g,ಮ್ಯಾಂಗೊ ಸ್ಲೈಸ್ ಪಿಕ್ಕಲ್ 200 ಗ್ರಾಂ
763,Mango/Lime/Tomato pickle 12g,ಮ್ಯಾಂಗೊ/ಲೈಮ್/ಟಮೆಟೊ ಪಿಕ್ಕಲ್ 12 ಗ್ರಾಂ
764,Mango/Lime/Tomato pickle 60g,ಮ್ಯಾಂಗೊ/ಲೈಮ್/ಟಮೆಟೊ ಪಿಕ್ಕಲ್ 60 ಗ್ರಾಂ
765,Snackupallu 30g - 35g,ಸ್ನಾಕ್ಸ್ ಉಪ್ಪಲು 30 ಗ್ರಾಂ - 35 ಗ್ರಾಂ
766,Snackupallu 40g,ಸ್ನಾಕ್ಸ್ ಉಪ್ಪಲು 40 ಗ್ರಾಂ
767,Snackupallu 180g,ಸ್ನಾಕ್ಸ್ ಉಪ್ಪಲು 180 ಗ್ರಾಂ
768,Snackupallu 90g,ಸ್ನಾಕ್ಸ್ ಉಪ್ಪಲು 90 ಗ್ರಾಂ
769,NEWZELAND QUSE,ನ್ಯೂಜಿಲ್ಯಾಂಡ್ ಕ್ಯೂಸ್
770,CHUTNEY POWDERS 200G,ಚಟ್ನಿ ಪೌಡರ್ಸ್ 200 ಗ್ರಾಂ
771,KADAK ROTTI 300G,ಕಡಕ್ ರೊಟ್ಟಿ 300 ಗ್ರಾಂ
772,COCONUT CHETNEY POWDER,ಕೋಕನಟ್ ಚಟ್ನಿ ಪುಡಿ 200 ಗ್ರಾಂ
773,KARDONT 250G,ಕರದಂಟು 250
774,lADAGI LADU 250G,ಲಡಗಿ ಲಾಡು 250 ಗ್ರಾಂ
775,BELGAVMKUNDA 250G,ಬೆಳಗಾಂ ಕುಂದ 250 ಗ್ರಾಂ
776,ANTINA HUNDE 250G,ಅಂಟಿನ ಉಂಡೆ 250 ಗ್ರಾಂ
777,THAKUR PEDA 250G,ಟಾಕೂರ್ ಪೇಡ 250 ಗ್ರಾಂ
778,PICKLE LIME,ಪಿಕ್ಕಲ್ 12 ಗ್ರಾಂ
779,Parsumon (Japan mango),ಪಾರಸುಮಾನ್( ಜಪಾನ್ ಮ್ಯಾಂಗೋ)
779,Parsumon (Japan mango),ಪಾರಸುಮಾನ್( ಜಪಾನ್ ಮ್ಯಾಂಗೋ)
780,kesar gedde,ಕೇಸರ್ ಗೆಡ್ಡೆ
781,Painaple kerala,ಅನಾನಸ್ ಕೇರಳ
782,beet root ooty,ಬೀಟ್ ರೂಟ್ ಊಟಿ
783,carrate delhi,ಕ್ಯಾರೇಟ್ ಡೆಲ್ಲಿ
784,AUSTRALIA CHAKKOTHA,ಆಸ್ಟ್ರೇಲಿಯ ಚಕೋತ
785,POME GRANATE JAM 180 g,ದಾಳಿಂಬೆ ಜಾಮ್ 180ಗ್ರಾಂ
786,WINNER 400 Grms,ವಿನ್ನರ್ 400 ಗ್ರಾಂ
787,CREAM 12 g BOX,ಕ್ರೀಮ್ 12ಗ್ರಾಂ BOX
788,CREAM BIG BOX,ಕ್ರೀಮ್ ಬಿಗ್ BOX
789,CREAM 7Gram Jar,ಕ್ರೀಮ್ 7ಗ್ರಾಂ ಜಾರ್
790,MELTO BIG,ಮೆಲ್ ಟೋ ಬಿಗ್
791,CRANCHAS,ಕ್ರಂಚಸ್ 12ಗ್ರಾಂ
792,KRANCHOS BIG BOX,ಕ್ರಂಚಸ್ ಬಿಗ್ BOX
793,DARKA TAAN,ಡಾಕð ಟಾನ್
794,DAIRY DREAM BOX,ಡೈರಿ ಡ್ರೀಮ್ BOX
795,MEGHA BYTE BOX,ಮೆಘ ಬೈಟ್ BOX
796,TREAT,ಟ್ರೀಟ್
797,TURBO BOX,ಟ BOX
798,KRUST BOX,ಕ್ರಸ್ಟ್ BOX
799,Campco Bar BOX,ಕ್ಯಾಂ ಕೋ ಬಾರ್ ಬಾಕ್ಸ್
800,ECLAIR JUMB JAR (B) BOX,ಎಕ್ಲರ್ ಜಂಬೂ ಝರ್(ಬಿ) BOX
801,EKLOR JUMBO ZAR (M) BOX,ಎಕ್ಳೂರ್ ಮಿನಿ BOX
802,ECLAIR (ES) BOX,ಎಕ್ಳರ್ ES BOX
803,ES STREBURY,ಇಎಸ್ ಸ್ಟ್ರಾಬರಿ
804,GARLIC CLEANED BOX,ಬೆಳ್ಳುಳ್ಳಿ ಬಿಡಿಸಿದ್ದು ಬಾಕ್ಸ್
805,Badami drink 180ml,¨ÁzÁ«Ä «Ä¯ïÌ 180
806,Chocolate drink 180ml,ZÁPÀ¯ÉÃmï «Ä¯Ïì180
807,LAYS & CHIPS 50 GRAMS,ಲೇಸ್ & ಚಿಪ್ಸ್ 50 ಗ್ರಾಂ
808,BISCUITS AND CAKES 100GRAMS,ಬಿಸ್ಕೇಟ್ & ಕೇಕ್ 100ಗ್ರಾಂ
809,JUICE & AMUL COOL 0.500,ಜ್ಯೂಸ್&ಅಮುಲ್ ಕೂಲ್0.500
810,Egg Fruits,ಎಗ್ ಪ್ರೊಟ್ಸ್
811,BANANA (Black),ಬಾಳೆ ಕಪ್ಪು
812,GRB GHEE RS.5/-,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ ರೂ.5/-
813,GRB GHEE RS.10/-,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ ರೂ.10/-
814,GRB GHEE RS.20/-,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ ರೂ.20/-
815,GRB GHEE 50ml SP,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 50 ಎಮ್.ಎಲ್ ಎಸ್ಪಿ
816,GRB GHEE 50ml ARP Pjar,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 50 ಎಮ್.ಎಲ್ ಎ.ಆರ್.ಪಿ ಪಿಜಾರ್
817,GRB GHEE 100ml sp,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 100 ಎಮ್.ಎಲ್ ಎಸ್.ಪಿ
818,GRB GHEE100ml ARP Pjar,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 100 ಎಮ್.ಎಲ್ ಎ.ಆರ್.ಪಿ ಪಿಜಾರ್
819,GRB GHEE 200ml sp,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 200 ಎಮ್.ಎಲ್ ಎ.ಆರ್.ಪಿ ಪಿಜಾರ್
820,GRB GHEE 200ml sp,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 200 ಎಮ್.ಎಲ್ ಎಸ್.ಪಿ
821,GRB GHEE 500ml sp,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 500 ಎಮ್.ಎಲ್ ಎ.ಆರ್.ಪಿ ಪಿಜಾರ್
822,GRB GHEE 500ml pp,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 500 ಎಮ್.ಎಲ್ ಪಿಪಿ
823,GRB GHEE 500ml ARP Pjar,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 500 ಎಮ್.ಎಲ್ ಎ.ಆರ್.ಪಿ ಪಿಜಾರ್
824,GRB GHEE 1 ltr pjar,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 1ಲೀಟರ್ ಪಿ ಜಾರ್
825,GRB GHEE 1 ltr tin,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 1ಲೀಟರ್ ಟಿನ್
826,GRB GHEE 1 ltr pp,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 1ಲೀಟರ್ ಪಿಪಿ
827,GRB GHEE 2 ltr tin,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 2 ಲೀಟರ್ ಟಿನ್
828,GRB GHEE 5 ltr tin,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 5 ಲೀಟರ್ ಟಿನ್
829,GRB GHEE 15 ltr tin,ಜಿ.ಆರ್.ಬಿ ತುಪ್ಪ 15 ಲೀಟರ್ ಟಿನ್
830,YELLU BELLA MIX 250 grm,ಎಳ್ಳು ಬೆಲ್ಲ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
831,Grapes jumbo sharad,ದ್ರಾಕ್ಷಿ ಜಂಬೂ ಶರದ್
833,Egg (Nati),ಮೊಟ್ಟೆ (ನಾಟಿ)
834,Thadnikai,ತಡ್ನಿಕಾಯಿ
835,APPLE TARKI / IRAN,ಸೇಬು ಟರ್ಕಿ/ಇರಾನ್
836,MANGO BADAMI BOX,ಮಾವು ಬಾದಾಮಿ ಬಾಕ್ಸ್
837,BANANA (P) RAIF,ಪಚ್ಚ ಬಾಳೆ ಹಣ್ಣು
838,MANGO SENDARA KAAI,ಮ್ಯಾಂಗೋ ಸೆಂದಾರ ಕಾಯಿ
